instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,cnt,Season Name
449,2011-01-20,1,0,1,17,0,4,1,2,215,Spring
450,2011-01-20,1,0,1,18,0,4,1,2,185,Spring
451,2011-01-20,1,0,1,19,0,4,1,1,152,Spring
452,2011-01-20,1,0,1,20,0,4,1,2,126,Spring
453,2011-01-20,1,0,1,21,0,4,1,2,57,Spring
454,2011-01-20,1,0,1,22,0,4,1,2,56,Spring
455,2011-01-20,1,0,1,23,0,4,1,2,31,Spring
456,2011-01-21,1,0,1,0,0,5,1,2,21,Spring
457,2011-01-21,1,0,1,1,0,5,1,2,6,Spring
458,2011-01-21,1,0,1,2,0,5,1,3,2,Spring
459,2011-01-21,1,0,1,3,0,5,1,3,1,Spring
460,2011-01-21,1,0,1,4,0,5,1,2,1,Spring
461,2011-01-21,1,0,1,5,0,5,1,1,5,Spring
462,2011-01-21,1,0,1,6,0,5,1,1,27,Spring
463,2011-01-21,1,0,1,7,0,5,1,1,68,Spring
464,2011-01-21,1,0,1,8,0,5,1,1,217,Spring
465,2011-01-21,1,0,1,9,0,5,1,1,166,Spring
466,2011-01-21,1,0,1,10,0,5,1,1,63,Spring
467,2011-01-21,1,0,1,11,0,5,1,1,59,Spring
468,2011-01-21,1,0,1,12,0,5,1,1,78,Spring
469,2011-01-21,1,0,1,13,0,5,1,1,73,Spring
470,2011-01-21,1,0,1,14,0,5,1,1,62,Spring
471,2011-01-21,1,0,1,15,0,5,1,1,65,Spring
472,2011-01-21,1,0,1,16,0,5,1,1,97,Spring
473,2011-01-21,1,0,1,17,0,5,1,1,161,Spring
474,2011-01-21,1,0,1,18,0,5,1,1,120,Spring
475,2011-01-21,1,0,1,19,0,5,1,1,96,Spring
476,2011-01-21,1,0,1,20,0,5,1,1,53,Spring
477,2011-01-21,1,0,1,21,0,5,1,1,41,Spring
478,2011-01-21,1,0,1,22,0,5,1,1,34,Spring
479,2011-01-21,1,0,1,23,0,5,1,1,27,Spring
480,2011-01-22,1,0,1,0,0,6,0,1,13,Spring
481,2011-01-22,1,0,1,1,0,6,0,2,12,Spring
482,2011-01-22,1,0,1,2,0,6,0,2,11,Spring
483,2011-01-22,1,0,1,3,0,6,0,2,7,Spring
484,2011-01-22,1,0,1,4,0,6,0,2,3,Spring
485,2011-01-22,1,0,1,6,0,6,0,2,2,Spring
486,2011-01-22,1,0,1,7,0,6,0,1,8,Spring
487,2011-01-22,1,0,1,8,0,6,0,1,27,Spring
488,2011-01-22,1,0,1,9,0,6,0,1,40,Spring
489,2011-01-22,1,0,1,10,0,6,0,2,53,Spring
490,2011-01-22,1,0,1,11,0,6,0,2,63,Spring
491,2011-01-22,1,0,1,12,0,6,0,2,70,Spring
492,2011-01-22,1,0,1,13,0,6,0,1,84,Spring
493,2011-01-22,1,0,1,14,0,6,0,1,75,Spring
494,2011-01-22,1,0,1,15,0,6,0,1,103,Spring
495,2011-01-22,1,0,1,16,0,6,0,1,83,Spring
496,2011-01-22,1,0,1,17,0,6,0,1,67,Spring
497,2011-01-22,1,0,1,18,0,6,0,1,54,Spring
498,2011-01-22,1,0,1,19,0,6,0,1,59,Spring
499,2011-01-22,1,0,1,20,0,6,0,1,45,Spring
500,2011-01-22,1,0,1,21,0,6,0,1,39,Spring
501,2011-01-22,1,0,1,22,0,6,0,1,30,Spring
502,2011-01-22,1,0,1,23,0,6,0,1,33,Spring
503,2011-01-23,1,0,1,0,0,0,0,1,22,Spring
504,2011-01-23,1,0,1,1,0,0,0,1,13,Spring
505,2011-01-23,1,0,1,2,0,0,0,1,18,Spring
506,2011-01-23,1,0,1,3,0,0,0,1,5,Spring
507,2011-01-23,1,0,1,5,0,0,0,2,3,Spring
508,2011-01-23,1,0,1,6,0,0,0,2,1,Spring
509,2011-01-23,1,0,1,7,0,0,0,1,2,Spring
510,2011-01-23,1,0,1,8,0,0,0,1,19,Spring
511,2011-01-23,1,0,1,9,0,0,0,1,28,Spring
512,2011-01-23,1,0,1,10,0,0,0,1,58,Spring
513,2011-01-23,1,0,1,11,0,0,0,1,99,Spring
514,2011-01-23,1,0,1,12,0,0,0,1,116,Spring
515,2011-01-23,1,0,1,13,0,0,0,1,87,Spring
516,2011-01-23,1,0,1,14,0,0,0,1,110,Spring
517,2011-01-23,1,0,1,15,0,0,0,1,77,Spring
518,2011-01-23,1,0,1,16,0,0,0,1,65,Spring
519,2011-01-23,1,0,1,17,0,0,0,1,55,Spring
520,2011-01-23,1,0,1,18,0,0,0,1,49,Spring
521,2011-01-23,1,0,1,19,0,0,0,1,50,Spring
522,2011-01-23,1,0,1,20,0,0,0,1,35,Spring
523,2011-01-23,1,0,1,21,0,0,0,1,25,Spring
524,2011-01-23,1,0,1,22,0,0,0,1,28,Spring
525,2011-01-23,1,0,1,23,0,0,0,1,21,Spring
526,2011-01-24,1,0,1,0,0,1,1,1,7,Spring
527,2011-01-24,1,0,1,1,0,1,1,1,1,Spring
528,2011-01-24,1,0,1,3,0,1,1,1,1,Spring
529,2011-01-24,1,0,1,4,0,1,1,1,1,Spring
530,2011-01-24,1,0,1,5,0,1,1,1,5,Spring
531,2011-01-24,1,0,1,6,0,1,1,1,15,Spring
532,2011-01-24,1,0,1,7,0,1,1,1,84,Spring
533,2011-01-24,1,0,1,8,0,1,1,1,177,Spring
534,2011-01-24,1,0,1,9,0,1,1,1,102,Spring
535,2011-01-24,1,0,1,10,0,1,1,1,40,Spring
536,2011-01-24,1,0,1,11,0,1,1,1,46,Spring
537,2011-01-24,1,0,1,12,0,1,1,2,63,Spring
538,2011-01-24,1,0,1,13,0,1,1,2,60,Spring
539,2011-01-24,1,0,1,14,0,1,1,2,45,Spring
540,2011-01-24,1,0,1,15,0,1,1,1,57,Spring
541,2011-01-24,1,0,1,16,0,1,1,1,70,Spring
542,2011-01-24,1,0,1,17,0,1,1,1,184,Spring
543,2011-01-24,1,0,1,18,0,1,1,1,153,Spring
544,2011-01-24,1,0,1,19,0,1,1,1,106,Spring
545,2011-01-24,1,0,1,20,0,1,1,1,81,Spring
546,2011-01-24,1,0,1,21,0,1,1,1,59,Spring
547,2011-01-24,1,0,1,22,0,1,1,2,35,Spring
548,2011-01-24,1,0,1,23,0,1,1,2,24,Spring
549,2011-01-25,1,0,1,0,0,2,1,2,9,Spring
550,2011-01-25,1,0,1,1,0,2,1,2,5,Spring
551,2011-01-25,1,0,1,2,0,2,1,1,2,Spring
552,2011-01-25,1,0,1,4,0,2,1,1,1,Spring
553,2011-01-25,1,0,1,5,0,2,1,1,9,Spring
554,2011-01-25,1,0,1,6,0,2,1,1,36,Spring
555,2011-01-25,1,0,1,7,0,2,1,1,108,Spring
556,2011-01-25,1,0,1,8,0,2,1,2,238,Spring
557,2011-01-25,1,0,1,9,0,2,1,2,144,Spring
558,2011-01-25,1,0,1,10,0,2,1,2,55,Spring
559,2011-01-25,1,0,1,11,0,2,1,2,61,Spring
560,2011-01-25,1,0,1,12,0,2,1,2,106,Spring
561,2011-01-25,1,0,1,13,0,2,1,2,93,Spring
562,2011-01-25,1,0,1,14,0,2,1,2,68,Spring
563,2011-01-25,1,0,1,15,0,2,1,2,84,Spring
564,2011-01-25,1,0,1,16,0,2,1,2,116,Spring
565,2011-01-25,1,0,1,17,0,2,1,1,222,Spring
566,2011-01-25,1,0,1,18,0,2,1,2,225,Spring
567,2011-01-25,1,0,1,19,0,2,1,2,146,Spring
568,2011-01-25,1,0,1,20,0,2,1,1,119,Spring
569,2011-01-25,1,0,1,21,0,2,1,1,45,Spring
570,2011-01-25,1,0,1,22,0,2,1,1,53,Spring
571,2011-01-25,1,0,1,23,0,2,1,2,40,Spring
572,2011-01-26,1,0,1,0,0,3,1,2,17,Spring
573,2011-01-26,1,0,1,1,0,3,1,2,5,Spring
574,2011-01-26,1,0,1,2,0,3,1,3,10,Spring
575,2011-01-26,1,0,1,5,0,3,1,3,1,Spring
576,2011-01-26,1,0,1,6,0,3,1,3,8,Spring
577,2011-01-26,1,0,1,7,0,3,1,3,30,Spring
578,2011-01-26,1,0,1,8,0,3,1,3,72,Spring
579,2011-01-26,1,0,1,9,0,3,1,3,58,Spring
580,2011-01-26,1,0,1,10,0,3,1,3,28,Spring
581,2011-01-26,1,0,1,11,0,3,1,3,41,Spring
582,2011-01-26,1,0,1,12,0,3,1,3,48,Spring
583,2011-01-26,1,0,1,13,0,3,1,3,47,Spring
584,2011-01-26,1,0,1,14,0,3,1,3,36,Spring
585,2011-01-26,1,0,1,15,0,3,1,3,43,Spring
586,2011-01-26,1,0,1,16,0,3,1,4,36,Spring
587,2011-01-26,1,0,1,17,0,3,1,3,26,Spring
588,2011-01-27,1,0,1,16,0,4,1,1,24,Spring
589,2011-01-27,1,0,1,17,0,4,1,1,84,Spring
590,2011-01-27,1,0,1,18,0,4,1,1,104,Spring
591,2011-01-27,1,0,1,19,0,4,1,1,79,Spring
592,2011-01-27,1,0,1,20,0,4,1,1,59,Spring
593,2011-01-27,1,0,1,21,0,4,1,1,38,Spring
594,2011-01-27,1,0,1,22,0,4,1,1,27,Spring
595,2011-01-27,1,0,1,23,0,4,1,1,16,Spring
596,2011-01-28,1,0,1,0,0,5,1,2,9,Spring
597,2011-01-28,1,0,1,1,0,5,1,2,3,Spring
598,2011-01-28,1,0,1,2,0,5,1,2,2,Spring
599,2011-01-28,1,0,1,3,0,5,1,2,1,Spring
600,2011-01-28,1,0,1,5,0,5,1,2,4,Spring
601,2011-01-28,1,0,1,6,0,5,1,2,16,Spring
602,2011-01-28,1,0,1,7,0,5,1,2,60,Spring
603,2011-01-28,1,0,1,8,0,5,1,2,157,Spring
604,2011-01-28,1,0,1,9,0,5,1,3,101,Spring
605,2011-01-28,1,0,1,10,0,5,1,3,49,Spring
606,2011-01-28,1,0,1,11,0,5,1,3,30,Spring
607,2011-01-28,1,0,1,12,0,5,1,3,29,Spring
608,2011-01-28,1,0,1,13,0,5,1,3,31,Spring
609,2011-01-28,1,0,1,14,0,5,1,3,38,Spring
610,2011-01-28,1,0,1,15,0,5,1,2,41,Spring
611,2011-01-28,1,0,1,16,0,5,1,1,80,Spring
612,2011-01-28,1,0,1,17,0,5,1,1,149,Spring
613,2011-01-28,1,0,1,18,0,5,1,1,109,Spring
614,2011-01-28,1,0,1,19,0,5,1,2,89,Spring
615,2011-01-28,1,0,1,20,0,5,1,2,62,Spring
616,2011-01-28,1,0,1,21,0,5,1,2,58,Spring
617,2011-01-28,1,0,1,22,0,5,1,1,26,Spring
618,2011-01-28,1,0,1,23,0,5,1,1,23,Spring
619,2011-01-29,1,0,1,0,0,6,0,1,28,Spring
620,2011-01-29,1,0,1,1,0,6,0,1,20,Spring
621,2011-01-29,1,0,1,2,0,6,0,1,15,Spring
622,2011-01-29,1,0,1,3,0,6,0,1,8,Spring
623,2011-01-29,1,0,1,4,0,6,0,1,3,Spring
624,2011-01-29,1,0,1,6,0,6,0,1,2,Spring
625,2011-01-29,1,0,1,7,0,6,0,1,5,Spring
626,2011-01-29,1,0,1,8,0,6,0,1,34,Spring
627,2011-01-29,1,0,1,9,0,6,0,1,34,Spring
628,2011-01-29,1,0,1,10,0,6,0,2,55,Spring
629,2011-01-29,1,0,1,11,0,6,0,2,64,Spring
630,2011-01-29,1,0,1,12,0,6,0,2,78,Spring
631,2011-01-29,1,0,1,13,0,6,0,2,65,Spring
632,2011-01-29,1,0,1,14,0,6,0,2,99,Spring
633,2011-01-29,1,0,1,15,0,6,0,1,120,Spring
634,2011-01-29,1,0,1,16,0,6,0,1,107,Spring
635,2011-01-29,1,0,1,17,0,6,0,1,91,Spring
636,2011-01-29,1,0,1,18,0,6,0,1,68,Spring
637,2011-01-29,1,0,1,19,0,6,0,2,58,Spring
638,2011-01-29,1,0,1,20,0,6,0,1,43,Spring
639,2011-01-29,1,0,1,21,0,6,0,1,36,Spring
640,2011-01-29,1,0,1,22,0,6,0,1,32,Spring
641,2011-01-29,1,0,1,23,0,6,0,1,33,Spring
642,2011-01-30,1,0,1,0,0,0,0,1,33,Spring
643,2011-01-30,1,0,1,1,0,0,0,1,29,Spring
644,2011-01-30,1,0,1,2,0,0,0,1,11,Spring
645,2011-01-30,1,0,1,3,0,0,0,1,8,Spring
646,2011-01-30,1,0,1,4,0,0,0,1,1,Spring
647,2011-01-30,1,0,1,5,0,0,0,1,3,Spring
648,2011-01-30,1,0,1,7,0,0,0,1,3,Spring
649,2011-01-30,1,0,1,8,0,0,0,2,12,Spring
650,2011-01-30,1,0,1,9,0,0,0,2,38,Spring
651,2011-01-30,1,0,1,10,0,0,0,2,64,Spring
652,2011-01-30,1,0,1,11,0,0,0,1,59,Spring
653,2011-01-30,1,0,1,12,0,0,0,1,97,Spring
654,2011-01-30,1,0,1,13,0,0,0,1,84,Spring
655,2011-01-30,1,0,1,14,0,0,0,1,122,Spring
656,2011-01-30,1,0,1,15,0,0,0,1,109,Spring
657,2011-01-30,1,0,1,16,0,0,0,1,123,Spring
658,2011-01-30,1,0,1,17,0,0,0,1,77,Spring
659,2011-01-30,1,0,1,18,0,0,0,1,65,Spring
660,2011-01-30,1,0,1,19,0,0,0,1,55,Spring
661,2011-01-30,1,0,1,20,0,0,0,2,33,Spring
662,2011-01-30,1,0,1,21,0,0,0,2,28,Spring
663,2011-01-30,1,0,1,22,0,0,0,2,21,Spring
664,2011-01-30,1,0,1,23,0,0,0,2,21,Spring
665,2011-01-31,1,0,1,0,0,1,1,2,7,Spring
666,2011-01-31,1,0,1,1,0,1,1,1,7,Spring
667,2011-01-31,1,0,1,2,0,1,1,1,1,Spring
668,2011-01-31,1,0,1,3,0,1,1,1,2,Spring
669,2011-01-31,1,0,1,4,0,1,1,1,2,Spring
670,2011-01-31,1,0,1,5,0,1,1,1,8,Spring
671,2011-01-31,1,0,1,6,0,1,1,1,37,Spring
672,2011-01-31,1,0,1,7,0,1,1,2,72,Spring
673,2011-01-31,1,0,1,8,0,1,1,2,185,Spring
674,2011-01-31,1,0,1,9,0,1,1,2,112,Spring
675,2011-01-31,1,0,1,10,0,1,1,2,69,Spring
676,2011-01-31,1,0,1,11,0,1,1,2,48,Spring
677,2011-01-31,1,0,1,12,0,1,1,2,68,Spring
678,2011-01-31,1,0,1,13,0,1,1,2,54,Spring
679,2011-01-31,1,0,1,14,0,1,1,2,86,Spring
680,2011-01-31,1,0,1,15,0,1,1,2,44,Spring
681,2011-01-31,1,0,1,16,0,1,1,2,86,Spring
682,2011-01-31,1,0,1,17,0,1,1,2,161,Spring
683,2011-01-31,1,0,1,18,0,1,1,2,156,Spring
684,2011-01-31,1,0,1,19,0,1,1,1,111,Spring
685,2011-01-31,1,0,1,20,0,1,1,3,78,Spring
686,2011-01-31,1,0,1,21,0,1,1,3,56,Spring
687,2011-01-31,1,0,1,22,0,1,1,2,34,Spring
688,2011-01-31,1,0,1,23,0,1,1,2,17,Spring
689,2011-02-01,1,0,2,0,0,2,1,2,8,Spring
690,2011-02-01,1,0,2,1,0,2,1,2,3,Spring
691,2011-02-01,1,0,2,2,0,2,1,2,2,Spring
692,2011-02-01,1,0,2,3,0,2,1,2,2,Spring
693,2011-02-01,1,0,2,5,0,2,1,3,3,Spring
694,2011-02-01,1,0,2,6,0,2,1,3,22,Spring
695,2011-02-01,1,0,2,7,0,2,1,3,52,Spring
696,2011-02-01,1,0,2,8,0,2,1,3,135,Spring
697,2011-02-01,1,0,2,9,0,2,1,2,116,Spring
698,2011-02-01,1,0,2,10,0,2,1,2,47,Spring
699,2011-02-01,1,0,2,11,0,2,1,2,51,Spring
700,2011-02-01,1,0,2,12,0,2,1,2,55,Spring
701,2011-02-01,1,0,2,13,0,2,1,2,52,Spring
702,2011-02-01,1,0,2,14,0,2,1,2,54,Spring
703,2011-02-01,1,0,2,15,0,2,1,2,52,Spring
704,2011-02-01,1,0,2,16,0,2,1,2,64,Spring
705,2011-02-01,1,0,2,17,0,2,1,2,176,Spring
706,2011-02-01,1,0,2,18,0,2,1,2,168,Spring
707,2011-02-01,1,0,2,19,0,2,1,2,108,Spring
708,2011-02-01,1,0,2,20,0,2,1,2,74,Spring
709,2011-02-01,1,0,2,21,0,2,1,2,64,Spring
710,2011-02-01,1,0,2,22,0,2,1,2,36,Spring
711,2011-02-01,1,0,2,23,0,2,1,3,16,Spring
712,2011-02-02,1,0,2,0,0,3,1,3,2,Spring
713,2011-02-02,1,0,2,1,0,3,1,3,3,Spring
714,2011-02-02,1,0,2,2,0,3,1,3,4,Spring
715,2011-02-02,1,0,2,3,0,3,1,3,1,Spring
716,2011-02-02,1,0,2,4,0,3,1,3,1,Spring
717,2011-02-02,1,0,2,5,0,3,1,3,3,Spring
718,2011-02-02,1,0,2,6,0,3,1,3,18,Spring
719,2011-02-02,1,0,2,7,0,3,1,3,49,Spring
720,2011-02-02,1,0,2,8,0,3,1,3,155,Spring
721,2011-02-02,1,0,2,9,0,3,1,2,123,Spring
722,2011-02-02,1,0,2,10,0,3,1,2,61,Spring
723,2011-02-02,1,0,2,11,0,3,1,2,52,Spring
724,2011-02-02,1,0,2,12,0,3,1,2,64,Spring
725,2011-02-02,1,0,2,13,0,3,1,1,75,Spring
726,2011-02-02,1,0,2,14,0,3,1,1,63,Spring
727,2011-02-02,1,0,2,15,0,3,1,1,76,Spring
728,2011-02-02,1,0,2,16,0,3,1,1,103,Spring
729,2011-02-02,1,0,2,17,0,3,1,1,190,Spring
730,2011-02-02,1,0,2,18,0,3,1,1,182,Spring
731,2011-02-02,1,0,2,19,0,3,1,1,91,Spring
732,2011-02-02,1,0,2,20,0,3,1,1,75,Spring
733,2011-02-02,1,0,2,21,0,3,1,1,63,Spring
734,2011-02-02,1,0,2,22,0,3,1,1,40,Spring
735,2011-02-02,1,0,2,23,0,3,1,1,32,Spring
736,2011-02-03,1,0,2,0,0,4,1,1,12,Spring
737,2011-02-03,1,0,2,1,0,4,1,1,5,Spring
738,2011-02-03,1,0,2,2,0,4,1,1,2,Spring
739,2011-02-03,1,0,2,3,0,4,1,1,1,Spring
740,2011-02-03,1,0,2,5,0,4,1,1,2,Spring
741,2011-02-03,1,0,2,6,0,4,1,1,39,Spring
742,2011-02-03,1,0,2,7,0,4,1,1,87,Spring
743,2011-02-03,1,0,2,8,0,4,1,1,188,Spring
744,2011-02-03,1,0,2,9,0,4,1,1,133,Spring
745,2011-02-03,1,0,2,10,0,4,1,1,52,Spring
746,2011-02-03,1,0,2,11,0,4,1,1,64,Spring
747,2011-02-03,1,0,2,12,0,4,1,1,69,Spring
748,2011-02-03,1,0,2,13,0,4,1,1,51,Spring
749,2011-02-03,1,0,2,14,0,4,1,1,47,Spring
750,2011-02-03,1,0,2,15,0,4,1,1,60,Spring
751,2011-02-03,1,0,2,16,0,4,1,1,78,Spring
752,2011-02-03,1,0,2,17,0,4,1,1,175,Spring
753,2011-02-03,1,0,2,18,0,4,1,1,147,Spring
754,2011-02-03,1,0,2,19,0,4,1,1,96,Spring
755,2011-02-03,1,0,2,20,0,4,1,1,109,Spring
756,2011-02-03,1,0,2,21,0,4,1,1,54,Spring
757,2011-02-03,1,0,2,22,0,4,1,1,41,Spring
758,2011-02-03,1,0,2,23,0,4,1,1,38,Spring
759,2011-02-04,1,0,2,0,0,5,1,2,13,Spring
760,2011-02-04,1,0,2,1,0,5,1,2,7,Spring
761,2011-02-04,1,0,2,2,0,5,1,2,1,Spring
762,2011-02-04,1,0,2,3,0,5,1,2,1,Spring
763,2011-02-04,1,0,2,5,0,5,1,2,7,Spring
764,2011-02-04,1,0,2,6,0,5,1,2,28,Spring
765,2011-02-04,1,0,2,7,0,5,1,1,87,Spring
766,2011-02-04,1,0,2,8,0,5,1,1,220,Spring
767,2011-02-04,1,0,2,9,0,5,1,2,127,Spring
768,2011-02-04,1,0,2,10,0,5,1,2,51,Spring
769,2011-02-04,1,0,2,11,0,5,1,1,64,Spring
770,2011-02-04,1,0,2,12,0,5,1,2,86,Spring
771,2011-02-04,1,0,2,13,0,5,1,2,82,Spring
772,2011-02-04,1,0,2,14,0,5,1,2,91,Spring
773,2011-02-04,1,0,2,15,0,5,1,2,90,Spring
774,2011-02-04,1,0,2,16,0,5,1,2,99,Spring
775,2011-02-04,1,0,2,17,0,5,1,2,205,Spring
776,2011-02-04,1,0,2,18,0,5,1,2,155,Spring
777,2011-02-04,1,0,2,19,0,5,1,2,103,Spring
778,2011-02-04,1,0,2,20,0,5,1,2,71,Spring
779,2011-02-04,1,0,2,21,0,5,1,2,43,Spring
780,2011-02-04,1,0,2,22,0,5,1,2,46,Spring
781,2011-02-04,1,0,2,23,0,5,1,2,31,Spring
782,2011-02-05,1,0,2,0,0,6,0,2,39,Spring
783,2011-02-05,1,0,2,1,0,6,0,2,18,Spring
784,2011-02-05,1,0,2,2,0,6,0,2,17,Spring
785,2011-02-05,1,0,2,3,0,6,0,2,11,Spring
786,2011-02-05,1,0,2,4,0,6,0,3,8,Spring
787,2011-02-05,1,0,2,5,0,6,0,3,9,Spring
788,2011-02-05,1,0,2,6,0,6,0,3,4,Spring
789,2011-02-05,1,0,2,7,0,6,0,3,4,Spring
790,2011-02-05,1,0,2,8,0,6,0,3,10,Spring
791,2011-02-05,1,0,2,9,0,6,0,3,20,Spring
792,2011-02-05,1,0,2,10,0,6,0,3,34,Spring
793,2011-02-05,1,0,2,11,0,6,0,3,47,Spring
794,2011-02-05,1,0,2,12,0,6,0,3,52,Spring
795,2011-02-05,1,0,2,13,0,6,0,3,72,Spring
796,2011-02-05,1,0,2,14,0,6,0,3,55,Spring
797,2011-02-05,1,0,2,15,0,6,0,3,60,Spring
798,2011-02-05,1,0,2,16,0,6,0,3,71,Spring
799,2011-02-05,1,0,2,17,0,6,0,2,78,Spring
800,2011-02-05,1,0,2,18,0,6,0,2,83,Spring
801,2011-02-05,1,0,2,19,0,6,0,2,84,Spring
802,2011-02-05,1,0,2,20,0,6,0,1,69,Spring
803,2011-02-05,1,0,2,21,0,6,0,1,56,Spring
804,2011-02-05,1,0,2,22,0,6,0,1,45,Spring
805,2011-02-05,1,0,2,23,0,6,0,1,59,Spring
806,2011-02-06,1,0,2,0,0,0,0,1,39,Spring
807,2011-02-06,1,0,2,1,0,0,0,1,44,Spring
808,2011-02-06,1,0,2,2,0,0,0,1,20,Spring
809,2011-02-06,1,0,2,3,0,0,0,1,13,Spring
810,2011-02-06,1,0,2,4,0,0,0,1,2,Spring
811,2011-02-06,1,0,2,5,0,0,0,1,1,Spring
812,2011-02-06,1,0,2,6,0,0,0,1,1,Spring
813,2011-02-06,1,0,2,7,0,0,0,1,8,Spring
814,2011-02-06,1,0,2,8,0,0,0,1,23,Spring
815,2011-02-06,1,0,2,9,0,0,0,1,45,Spring
816,2011-02-06,1,0,2,10,0,0,0,1,89,Spring
817,2011-02-06,1,0,2,11,0,0,0,1,117,Spring
818,2011-02-06,1,0,2,12,0,0,0,1,174,Spring
819,2011-02-06,1,0,2,13,0,0,0,1,182,Spring
820,2011-02-06,1,0,2,14,0,0,0,1,161,Spring
821,2011-02-06,1,0,2,15,0,0,0,1,182,Spring
822,2011-02-06,1,0,2,16,0,0,0,1,157,Spring
823,2011-02-06,1,0,2,17,0,0,0,1,121,Spring
824,2011-02-06,1,0,2,18,0,0,0,1,78,Spring
825,2011-02-06,1,0,2,19,0,0,0,1,21,Spring
826,2011-02-06,1,0,2,20,0,0,0,1,26,Spring
827,2011-02-06,1,0,2,21,0,0,0,1,27,Spring
828,2011-02-06,1,0,2,22,0,0,0,1,62,Spring
829,2011-02-06,1,0,2,23,0,0,0,1,30,Spring
830,2011-02-07,1,0,2,0,0,1,1,1,15,Spring
831,2011-02-07,1,0,2,1,0,1,1,1,5,Spring
832,2011-02-07,1,0,2,2,0,1,1,1,3,Spring
833,2011-02-07,1,0,2,3,0,1,1,1,1,Spring
834,2011-02-07,1,0,2,4,0,1,1,1,2,Spring
835,2011-02-07,1,0,2,5,0,1,1,1,10,Spring
836,2011-02-07,1,0,2,6,0,1,1,1,30,Spring
837,2011-02-07,1,0,2,7,0,1,1,1,95,Spring
838,2011-02-07,1,0,2,8,0,1,1,2,230,Spring
839,2011-02-07,1,0,2,9,0,1,1,1,118,Spring
840,2011-02-07,1,0,2,10,0,1,1,1,55,Spring
841,2011-02-07,1,0,2,11,0,1,1,1,47,Spring
842,2011-02-07,1,0,2,12,0,1,1,2,66,Spring
843,2011-02-07,1,0,2,13,0,1,1,2,64,Spring
844,2011-02-07,1,0,2,14,0,1,1,2,60,Spring
845,2011-02-07,1,0,2,15,0,1,1,2,50,Spring
846,2011-02-07,1,0,2,16,0,1,1,2,114,Spring
847,2011-02-07,1,0,2,17,0,1,1,2,216,Spring
848,2011-02-07,1,0,2,18,0,1,1,2,175,Spring
849,2011-02-07,1,0,2,19,0,1,1,2,128,Spring
850,2011-02-07,1,0,2,20,0,1,1,2,88,Spring
851,2011-02-07,1,0,2,21,0,1,1,1,78,Spring
852,2011-02-07,1,0,2,22,0,1,1,1,37,Spring
853,2011-02-07,1,0,2,23,0,1,1,2,25,Spring
854,2011-02-08,1,0,2,0,0,2,1,2,10,Spring
855,2011-02-08,1,0,2,1,0,2,1,2,4,Spring
856,2011-02-08,1,0,2,2,0,2,1,2,2,Spring
857,2011-02-08,1,0,2,3,0,2,1,3,1,Spring
858,2011-02-08,1,0,2,4,0,2,1,1,3,Spring
859,2011-02-08,1,0,2,5,0,2,1,1,2,Spring
860,2011-02-08,1,0,2,6,0,2,1,1,39,Spring
861,2011-02-08,1,0,2,7,0,2,1,1,100,Spring
862,2011-02-08,1,0,2,8,0,2,1,1,243,Spring
863,2011-02-08,1,0,2,9,0,2,1,1,135,Spring
864,2011-02-08,1,0,2,10,0,2,1,1,48,Spring
865,2011-02-08,1,0,2,11,0,2,1,1,50,Spring
866,2011-02-08,1,0,2,12,0,2,1,1,65,Spring
867,2011-02-08,1,0,2,13,0,2,1,2,50,Spring
868,2011-02-08,1,0,2,14,0,2,1,1,64,Spring
869,2011-02-08,1,0,2,15,0,2,1,1,51,Spring
870,2011-02-08,1,0,2,16,0,2,1,1,83,Spring
871,2011-02-08,1,0,2,17,0,2,1,1,176,Spring
872,2011-02-08,1,0,2,18,0,2,1,1,152,Spring
873,2011-02-08,1,0,2,19,0,2,1,1,101,Spring
874,2011-02-08,1,0,2,20,0,2,1,1,56,Spring
875,2011-02-08,1,0,2,21,0,2,1,1,54,Spring
876,2011-02-08,1,0,2,22,0,2,1,1,29,Spring
877,2011-02-08,1,0,2,23,0,2,1,1,12,Spring
878,2011-02-09,1,0,2,0,0,3,1,1,17,Spring
879,2011-02-09,1,0,2,1,0,3,1,1,7,Spring
880,2011-02-09,1,0,2,2,0,3,1,1,3,Spring
881,2011-02-09,1,0,2,3,0,3,1,1,2,Spring
882,2011-02-09,1,0,2,5,0,3,1,1,7,Spring
883,2011-02-09,1,0,2,6,0,3,1,1,43,Spring
884,2011-02-09,1,0,2,7,0,3,1,1,99,Spring
885,2011-02-09,1,0,2,8,0,3,1,1,199,Spring
886,2011-02-09,1,0,2,9,0,3,1,1,123,Spring
887,2011-02-09,1,0,2,10,0,3,1,1,59,Spring
888,2011-02-09,1,0,2,11,0,3,1,2,41,Spring
889,2011-02-09,1,0,2,12,0,3,1,2,61,Spring
890,2011-02-09,1,0,2,13,0,3,1,1,69,Spring
891,2011-02-09,1,0,2,14,0,3,1,1,58,Spring
892,2011-02-09,1,0,2,15,0,3,1,2,64,Spring
893,2011-02-09,1,0,2,16,0,3,1,2,79,Spring
894,2011-02-09,1,0,2,17,0,3,1,2,166,Spring
895,2011-02-09,1,0,2,18,0,3,1,2,170,Spring
896,2011-02-09,1,0,2,19,0,3,1,3,88,Spring
897,2011-02-09,1,0,2,20,0,3,1,3,84,Spring
898,2011-02-09,1,0,2,21,0,3,1,2,83,Spring
